0;Database;Jaar;Bruidegom;Bruid;Bruidspaar;Drukker;Plaats_druk;Plaats_huwelijk;Auteur1;Auteur2;Auteur3;Auteur4;Auteur5;Auteur6;Auteur7;Auteur8;Auteur9;Auteur10;Auteur11;Auteur12;Auteur13;Auteur14;Auteur15;Auteur16;Auteur17;Auteur18;Auteur19;Auteur20;Auteur21;Auteur22;Alleauteurs
1319;KB;1686.0;Caspar Brandt;Leonore Tongerlo;Caspar Brandt & Leonore Tongerlo;Gillis van Limburg;s-Gravenhage;Rotterdam;Joannes Vollenhove;Joachim Oudaan;Petrus Bos;Joannes Brandt;Frans de Haes (c.1658-1690);Cornelius van Arckel;;;;;;;;;;;;;;;;;Joannes Vollenhove, Joachim Oudaan, Petrus Bos, Joannes Brandt, Frans de Haes (c.1658-1690), Cornelius van Arckel
1352;KB;1686.0;Jeremias Ghys;Katharina Verhagen;Jeremias Ghys & Katharina Verhagen;Felix Lopez de Haro;Leiden;;Abraham Hellenbroek;;;;;;;;;;;;;;;;;;;;;;Abraham Hellenbroek
1361;KB;1686.0;Joan Huydecoper;Maria Temminck;Joan Huydecoper & Maria Temminck;Albert Magnus;Amsterdam;Amsterdam;Pieter de La Croix;A. van den Bogaard;;;;;;;;;;;;;;;;;;;;;Pieter de La Croix, A. van den Bogaard
1362;KB;1686.0;Joan Huydecoper;Maria Temminck;Joan Huydecoper & Maria Temminck;Albert Magnus;Amsterdam;Amsterdam;Hermannus Angelkot;;;;;;;;;;;;;;;;;;;;;;Hermannus Angelkot
1393;KB;1686.0;Johan Brandt;Petronella Oortmans;Johan Brandt & Petronella Oortmans;Christiaen Moelé;Amsterdam;Amsterdam;J. Witte;;;;;;;;;;;;;;;;;;;;;;J. Witte
1672;KB;1686.0;Jakob Bus;Maria van Limburg;Jakob Bus & Maria van Limburg;Jan Rieuwertsz;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
1958;KB;1686.0;Jacobus Geelkerke;Maria Geldhouwers;Jacobus Geelkerke & Maria Geldhouwers;Johannes Wagens;Leiden;Amsterdam;Pieter Geelkerke;;;;;;;;;;;;;;;;;;;;;;Pieter Geelkerke
1967;KB;1686.0;Joannes Sekveld;Katharina van Sevenhoven;Joannes Sekveld & Katharina van Sevenhoven;Klaes Wassenaar;Amsterdam;Broek in Waterland;Johannes Duykerius;;;;;;;;;;;;;;;;;;;;;;Johannes Duykerius
2386;KB;1686.0;Cornelis Spiering;Geertruyt van der Goes;Cornelis Spiering & Geertruyt van der Goes;;;Rotterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
3801;STCN;1686.0;Jan Haeringh;Sara Vermeersch;Jan Haeringh & Sara Vermeersch;Arentsz;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;
107;KB;1687.0;Gerard de Beveren;Anna Eling;Gerard de Beveren & Anna Eling;Mattheus van Nispen;Dordrecht;Zwolle;David van Hoogstraten;;;;;;;;;;;;;;;;;;;;;;David van Hoogstraten
117;KB;1687.0;Benjamin Perne;Hermina van de Wall;Benjamin Perne & Hermina van de Wall;Adrianus Bartius;Amsterdam;Amsterdam;vallo proxima Vallis;;;;;;;;;;;;;;;;;;;;;;vallo proxima Vallis
198;KB;1687.0;Jakobus Kops;Elizabeth Barnaart;Jakobus Kops & Elizabeth Barnaart;Boeteman;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
1055;KB;1687.0;George van Haemstede;Catharina van Hengel;George van Haemstede & Catharina van Hengel;François Halma;Utrecht;Den Haag;;;;;;;;;;;;;;;;;;;;;;;
1056;KB;1687.0;Adam van Halen;Richarda van Borrevelt;Adam van Halen & Richarda van Borrevelt;François Halma;Utrecht;Woerden;Petrus van der Burgh;Dirk Smout;;;;;;;;;;;;;;;;;;;;;Petrus van der Burgh, Dirk Smout
1172;KB;1687.0;Theodorus Janssonius ab Almeloveen;Aletta Catharina van Immerzeel;Theodorus Janssonius ab Almeloveen & Aletta Catharina van Immerzeel;Willem de Jonge;Amsterdam;Amsterdam;Petrus Francius;Janus Broukhusius;Henricus Christianus Henninius;Gothofredus Thomasius;I.F. Cramerus;;;;;;;;;;;;;;;;;;Petrus Francius, Janus Broukhusius, Henricus Christianus Henninius, Gothofredus Thomasius, I.F. Cramerus
1256;KB;1687.0;Daniel Doornick;Elizabeth Heynen;Daniel Doornick & Elizabeth Heynen;Lescailje;Amsterdam;Rotterdam;C. Hoogendorp;;;;;;;;;;;;;;;;;;;;;;C. Hoogendorp
1313;KB;1687.0;Dirk Gockels;Judith Spruit;Dirk Gockels & Judith Spruit;Barent van Lier;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
1314;KB;1687.0;Aarnout van Dompselaar;Joanna Anna de Bordes;Aarnout van Dompselaar & Joanna Anna de Bordes;Barent van Lier;Amsterdam;Ouderkerk;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
1315;KB;1687.0;Willem Barnaerts;Maria van Westbusch;Willem Barnaerts & Maria van Westbusch;Barent van Lier;Amsterdam;Haarlem;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
1316;KB;1687.0;Johannes (Jr) Bredenburg;Sara Laagendaal;Johannes (Jr) Bredenburg & Sara Laagendaal;Barent van Lier;Amsterdam;Rotterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
1317;KB;1687.0;Rutger Aartsen;Joanna van Hoogemade;Rutger Aartsen & Joanna van Hoogemade;Barent van Lier;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
1328;KB;1687.0;Jacob Terwen;Johanna van der Heyden;Jacob Terwen & Johanna van der Heyden;Simon onder de Linde;Dordrecht;Amsterdam;Cornelis van Bracht;;;;;;;;;;;;;;;;;;;;;;Cornelis van Bracht
1435;KB;1687.0;Jakobus van Lintz;Anna de Regt;Jakobus van Lintz & Anna de Regt;Niklaas Neus;Amsterdam;Amsterdam;Jan de Regt;;;;;;;;;;;;;;;;;;;;;;Jan de Regt
2046;KB;1687.0;Gysbartus Fredericus Buys;Maria Hamerslag;Gysbartus Fredericus Buys & Maria Hamerslag;;;Utrecht;I. N.S. Buys;;;;;;;;;;;;;;;;;;;;;;I. N.S. Buys
2387;KB;1687.0;Jacob Steenburg;Susanna Glazérus;Jacob Steenburg & Susanna Glazérus;;;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;
2388;KB;1687.0;Albert Le Grand;Sara Denys;Albert Le Grand & Sara Denys;;;;;;;;;;;;;;;;;;;;;;;;;;
3420;STCN;1687.0;Hieronymus Guillielmus Snabelius;Sibille Tennvil;Hieronymus Guillielmus Snabelius & Sibille Tennvil;Albertus Fronten;Deventer;;;;;;;;;;;;;;;;;;;;;;;;
3810;STCN;1687.0;Abraham van Lou;Sara de Schregel;Abraham van Lou & Sara de Schregel;Pieter vander Meersche;Leiden;;;;;;;;;;;;;;;;;;;;;;;;
3819;STCN;1687.0;Jacobus Terwe;Johanna van der Heyden;Jacobus Terwe & Johanna van der Heyden;Simon onder de Linde;Dordrecht;;K. van Bragt;;;;;;;;;;;;;;;;;;;;;;K. van Bragt
135;KB;1688.0;Gerard Pollius;Kornelia Kleur;Gerard Pollius & Kornelia Kleur;Joannes Boucart;Amsterdam;Amsterdam;I. Pollius;I. Houtman;Adr Boucart;Joannes de Canjoncle;;;;;;;;;;;;;;;;;;;I. Pollius, I. Houtman, Adr Boucart, Joannes de Canjoncle
136;KB;1688.0;Cornelius van Weede;Katarina Longespee;Cornelius van Weede & Katarina Longespee;Johannes Dale;Amsterdam;Delft;;;;;;;;;;;;;;;;;;;;;;;
173;KB;1688.0;Pieter Beets;Maria Roosekrans;Pieter Beets & Maria Roosekrans;Boeteman;Amsterdam;Amsterdam;Anthony Jansen;A. Henstenburg;;;;;;;;;;;;;;;;;;;;;Anthony Jansen, A. Henstenburg
205;KB;1688.0;Jan Jansen Louwe;Anna Roos;Jan Jansen Louwe & Anna Roos;Boeteman;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
594;KB;1688.0;Joannes Casparusz Commelin;Geertruid Mergelkamp;Joannes Casparusz Commelin & Geertruid Mergelkamp;Caspar Commelin;;Amsterdam;Laurens Bake van Wulverhorst;Jacobus de Vryer;J. de Wit;A. van den Bogaard;Frans Ryk;Thomas Arendsz;;;;;;;;;;;;;;;;;Laurens Bake van Wulverhorst, Jacobus de Vryer, J. de Wit, A. van den Bogaard, Frans Ryk, Thomas Arendsz
855;KB;1688.0;Adrianus Waker;Elisabeth Hartwyk;Adrianus Waker & Elisabeth Hartwyk;Christoffel Cunradus;Amsterdam;Amsterdam;Theodorus Dominicus;;;;;;;;;;;;;;;;;;;;;;Theodorus Dominicus
989;KB;1688.0;Joost Hoofman;Sara van Amerongen;Joost Hoofman & Sara van Amerongen;Geldorp;Haarlem;Amsterdam;Elizabeth Hoofman;;;;;;;;;;;;;;;;;;;;;;Elizabeth Hoofman
1375;KB;1688.0;Pieter van Westreenen;Geertruyd Leegkerk;Pieter van Westreenen & Geertruyd Leegkerk;Paulus (erven) Matthijsz;Amsterdam;Amsterdam;M. van Westreenen;;;;;;;;;;;;;;;;;;;;;;M. van Westreenen
1436;KB;1688.0;Johannes Bremer;Remberta Zittard;Johannes Bremer & Remberta Zittard;Carel Niellius;Amsterdam;;Caspar Brandt;Petrus Bos;;;;;;;;;;;;;;;;;;;;;Caspar Brandt, Petrus Bos
1673;KB;1688.0;Dirk Jacobs;Susanna Rieuwertsz;Dirk Jacobs & Susanna Rieuwertsz;Jan Rieuwertsz;Amsterdam;;Jan van Koppenol;A. Hobrink;;;;;;;;;;;;;;;;;;;;;Jan van Koppenol, A. Hobrink
2389;KB;1688.0;Pierre George Zuerius;Maria Coorn;Pierre George Zuerius & Maria Coorn;;;Amsterdam;Hieronymus Christianus;;;;;;;;;;;;;;;;;;;;;;Hieronymus Christianus
2390;KB;1688.0;Tieleman van ter Ney;Sara Targier;Tieleman van ter Ney & Sara Targier;;;;David van Hoogstraten;Anthony Jansen;Abraham Targier;;;;;;;;;;;;;;;;;;;;David van Hoogstraten, Anthony Jansen, Abraham Targier
2391;KB;1688.0;Simon Muys van Holy;Anna Elisabeth de Witt;Simon Muys van Holy & Anna Elisabeth de Witt;;;;Katharina Lescailje;;;;;;;;;;;;;;;;;;;;;;Katharina Lescailje
2392;KB;1688.0;Jakob Vis;Angenita Schepmoes;Jakob Vis & Angenita Schepmoes;;;Hamburg;;;;;;;;;;;;;;;;;;;;;;;
3448;STCN;1688.0;Joannes Bremer;Remberta Zittart;Joannes Bremer & Remberta Zittart;Carel Niellius;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;
215;KB;1689.0;Pieter van Halmael Adams;Suzanna Betrang;Pieter van Halmael Adams & Suzanna Betrang;Boeteman;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
224;KB;1689.0;Jacob Teyler;Magdalena de Haan;Jacob Teyler & Magdalena de Haan;Boeteman;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
348;KB;1689.0;Pieter Messchaert;Maria de Haes;Pieter Messchaert & Maria de Haes;;;Velp;Johannes Bredenburg (Jr);Frans de Haes;;;;;;;;;;;;;;;;;;;;;Johannes Bredenburg (Jr), Frans de Haes
1329;KB;1689.0;Jacobus Braets;Susanna Terwen;Jacobus Braets & Susanna Terwen;Simon onder de Linde;Dordrecht;Amsterdam;Johannes Terwen;Cornelis van Bracht;;;;;;;;;;;;;;;;;;;;;Johannes Terwen, Cornelis van Bracht
3681;STCN;1689.0;Cornelis van Walre;Cornelia van Beusecom;Cornelis van Walre & Cornelia van Beusecom;Geldorp;Haarlem;;;;;;;;;;;;;;;;;;;;;;;;
3718;STCN;1689.0;Guilhelmus Wernerus Verhorst;Katharina Spruyt;Guilhelmus Wernerus Verhorst & Katharina Spruyt;Van Esch;Dordrecht;;K. Vermeulen;;;;;;;;;;;;;;;;;;;;;;K. Vermeulen
3820;STCN;1689.0;Jakob Braets;Susanna Terwen;Jakob Braets & Susanna Terwen;Simon onder de Linde;Dordrecht;;K. van Bragt;;;;;;;;;;;;;;;;;;;;;;K. van Bragt
118;KB;1690.0;Jan Thomasz d' Vogel;Catharina d' Vogel;Jan Thomasz d' Vogel & Catharina d' Vogel;Hendrik van Damme;Leiden;;P.S.;;;;;;;;;;;;;;;;;;;;;;P.S.
174;KB;1690.0;Vredenryk Beets;Sara Vorsterman;Vredenryk Beets & Sara Vorsterman;Boeteman;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
177;KB;1690.0;Theodorus van Born;Maria van der Schuuren;Theodorus van Born & Maria van der Schuuren;Boeteman;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
187;KB;1690.0;Franciscus Fabricius;Anna van Teylingen;Franciscus Fabricius & Anna van Teylingen;;;Alkmaar;G.B.;;;;;;;;;;;;;;;;;;;;;;G.B.
209;KB;1690.0;Jan de Neufville;Joanna van Beeck;Jan de Neufville & Joanna van Beeck;Boeteman;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
541;KB;1690.0;Herbert van Beaumont;Sara Maria Snels;Herbert van Beaumont & Sara Maria Snels;Dirck Bockhoven;Gouda;Amsterdam;Samuel Munckerus;;;;;;;;;;;;;;;;;;;;;;Samuel Munckerus
688;KB;1690.0;Floris Koopman;Cathrina Burgh;Floris Koopman & Cathrina Burgh;Elbert Beukelman;Hoorn;Amsterdam;Jacobus Velten;;;;;;;;;;;;;;;;;;;;;;Jacobus Velten
1257;KB;1690.0;Joan van Vollenhove;Maria Palm;Joan van Vollenhove & Maria Palm;Lescailje;Amsterdam;Dordrecht;;;;;;;;;;;;;;;;;;;;;;;
1828;KB;1690.0;Samuel Cabeljau;Anna Ruil;Samuel Cabeljau & Anna Ruil;Johan van Stuyvesant;Utrecht;Baambrugge;Samuel van der Heiden;;;;;;;;;;;;;;;;;;;;;;Samuel van der Heiden
2393;KB;1690.0;Mathys Gargon;Geertruyd van Velzen;Mathys Gargon & Geertruyd van Velzen;;;Utrecht;Samuel Munckerus;;;;;;;;;;;;;;;;;;;;;;Samuel Munckerus
2394;KB;1690.0;Joannes Trip;Margareta Caecilia Nijs;Joannes Trip & Margareta Caecilia Nijs;;;Haarlem;Petrus Francius;;;;;;;;;;;;;;;;;;;;;;Petrus Francius
2395;KB;1690.0;Jan Copyn;Janneke Terwen;Jan Copyn & Janneke Terwen;;;Dordrecht;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
3614;STCN;1690.0;Nicolaas Le Seutre;Geertruyd Out;Nicolaas Le Seutre & Geertruyd Out;Lescailje;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;
1;KB;1691.0;Samuel van der Lanen;Maria Magdalena Meermans;Samuel van der Lanen & Maria Magdalena Meermans;Reinier Leers;Rotterdam;Hoorn;Pieter Rabus;;;;;;;;;;;;;;;;;;;;;;Pieter Rabus
59;KB;1691.0;Herman ten Kate;Jozyna Bronkhorst;Herman ten Kate & Jozyna Bronkhorst;Boeteman;Amsterdam;Middelburg;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
63;KB;1691.0;Herman ten Kate;Jozyna Bronkhorst;Herman ten Kate & Jozyna Bronkhorst;Boeteman;Amsterdam;Amsterdam;N.D. Beths;Johannes (Jr) Bredenburg;;;;;;;;;;;;;;;;;;;;;N.D. Beths, Johannes (Jr) Bredenburg
66;KB;1691.0;Johannes Sylvius;Sophia Luyken;Johannes Sylvius & Sophia Luyken;Gerardus I Borstius;Amsterdam;Amsterdam;Hendrik Sylvius;L. Sylvius;D. Sylvius;J. Bloem;;;;;;;;;;;;;;;;;;;Hendrik Sylvius, L. Sylvius, D. Sylvius, J. Bloem
127;KB;1691.0;Petrus Bos;Katharina Beyerman;Petrus Bos & Katharina Beyerman;Barent Bos;Rotterdam;Amsterdam;Johannes Molinaeus;Caspar Brandt;Adriaan van Cattenburch;C.Jz de With;Georgius Sonhoven;Cornelis van der Zee;;;;;;;;;;;;;;;;;Johannes Molinaeus, Caspar Brandt, Adriaan van Cattenburch, C.Jz de With, Georgius Sonhoven, Cornelis van der Zee
171;KB;1691.0;Pieter van Beek;Katarina Aldeweerelt;Pieter van Beek & Katarina Aldeweerelt;Boeteman;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
182;KB;1691.0;Andries van Dale;Maria Dop;Andries van Dale & Maria Dop;Boeteman;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
196;KB;1691.0;Jan van Koppenol;Cornelia Aartsen;Jan van Koppenol & Cornelia Aartsen;Boeteman;Amsterdam;Maassluis;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
219;KB;1691.0;Hendrik Oosterling;Kornelia de Veer;Hendrik Oosterling & Kornelia de Veer;Boeteman;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
403;KB;1691.0;Joan van Norden;Arlandyne van Hoorn;Joan van Norden & Arlandyne van Hoorn;Lescailje;Amsterdam;Amsterdam;Katharina Lescailje;Hermannus Angelkot;;;;;;;;;;;;;;;;;;;;;Katharina Lescailje, Hermannus Angelkot
1602;KB;1691.0;Joannes Vollenhove;Maria Backer;Joannes Vollenhove & Maria Backer;Gerrit Rammazeyn;s-Gravenhage;Utrecht;Elisabeth van den Heuvel;;;;;;;;;;;;;;;;;;;;;;Elisabeth van den Heuvel
1660;KB;1691.0;Henric Stulen;Cornelia Schelte;Henric Stulen & Cornelia Schelte;Andries Rempelaar;Amsterdam;Delft;V.H. Stulen;;;;;;;;;;;;;;;;;;;;;;V.H. Stulen
1766;KB;1691.0;Caspar Brandt;Agatha Paets;Caspar Brandt & Agatha Paets;Gerrit Slaats;Amsterdam;Amsterdam;Petrus Francius;Petrus Bos;Cornelius van Arckel;Cornelis van Alkemade;;;;;;;;;;;;;;;;;;;Petrus Francius, Petrus Bos, Cornelius van Arckel, Cornelis van Alkemade
2027;KB;1691.0;Philippus van der Hoeven;Anna Verwey;Philippus van der Hoeven & Anna Verwey;Gerard van Wyen;Rotterdam;Utrecht;;;;;;;;;;;;;;;;;;;;;;;
2396;KB;1691.0;Antony Tael;Brechtland Brasser;Antony Tael & Brechtland Brasser;Lescailje;Amsterdam;;Dirk Buisero;;;;;;;;;;;;;;;;;;;;;;Dirk Buisero
2397;KB;1691.0;Antony Tael;Brechtland Brasser;Antony Tael & Brechtland Brasser;;;Amsterdam;Adriaan Pars;;;;;;;;;;;;;;;;;;;;;;Adriaan Pars
2398;KB;1691.0;Johannes Persoons;Maria de Remaux;Johannes Persoons & Maria de Remaux;;;Den Haag;Johannes Molinaeus;;;;;;;;;;;;;;;;;;;;;;Johannes Molinaeus
2399;KB;1691.0;Johannes Persoons;Maria de Remaux;Johannes Persoons & Maria de Remaux;;;Amsterdam;Pieter Rabus;;;;;;;;;;;;;;;;;;;;;;Pieter Rabus
2400;KB;1691.0;Martinis Davidse Kleewens;Elizabet van Aalst;Martinis Davidse Kleewens & Elizabet van Aalst;;;Goes;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
2401;KB;1691.0;Albertus Verhammen;Jacoba Verhammen;Albertus Verhammen & Jacoba Verhammen;;;Alkmaar;;;;;;;;;;;;;;;;;;;;;;;
3601;STCN;1691.0;Arnoldus van Ede;Brechje Porsy;Arnoldus van Ede & Brechje Porsy;Jacob Ysbrantsz;Alkmaar;;;;;;;;;;;;;;;;;;;;;;;;
3948;Steur;1691.0;Joannes Terwen;Levina de Graad;Joannes Terwen & Levina de Graad;Gerrit Muntendam;Utrecht;;J.T.;J.T.L.;P.N.;;;;;;;;;;;;;;;;;;;;J.T., J.T.L., P.N.
52;KB;1692.0;Gillis Teyler;Maria van der Mersch;Gillis Teyler & Maria van der Mersch;Boeteman;Amsterdam;Eelde;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
53;KB;1692.0;Gillis Teyler;Maria van der Mersch;Gillis Teyler & Maria van der Mersch;Boeteman;Amsterdam;Groningen;Elias Teyler de Vlieger;;;;;;;;;;;;;;;;;;;;;;Elias Teyler de Vlieger
67;KB;1692.0;Isaac Feitama;Katharina Rooleeuw;Isaac Feitama & Katharina Rooleeuw;Boeteman;Amsterdam;Leiden;Anthony Jansen;Eduard Feitama;;;;;;;;;;;;;;;;;;;;;Anthony Jansen, Eduard Feitama
68;KB;1692.0;Antoni Kops;Maria Vermande;Antoni Kops & Maria Vermande;Boeteman;Amsterdam;Amsterdam;Anthony Jansen;Dirk ten Kate;Johannes Bredenburg;A. Timmermans;;;;;;;;;;;;;;;;;;;Anthony Jansen, Dirk ten Kate, Johannes Bredenburg, A. Timmermans
137;KB;1692.0;Huibert van Speek;Elizabet Vollenhove;Huibert van Speek & Elizabet Vollenhove;Boeteman;Amsterdam;Amsterdam;J. Carel;A.V.H.;;;;;;;;;;;;;;;;;;;;;J. Carel, A.V.H.
195;KB;1692.0;Philip van Kemmena;Katarina Elizabet van Thoor;Philip van Kemmena & Katarina Elizabet van Thoor;Boeteman;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
203;KB;1692.0;Dirk van Lennep;Susanna Leeuw;Dirk van Lennep & Susanna Leeuw;Boeteman;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
228;KB;1692.0;Kornelis van Walre;Elizabet Roeters;Kornelis van Walre & Elizabet Roeters;Boeteman;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
229;KB;1692.0;Laurens Willing;Anna Fries;Laurens Willing & Anna Fries;Boeteman;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
239;KB;1692.0;Kornelis Vinkestein;Maiken Hooft;Kornelis Vinkestein & Maiken Hooft;Boeteman;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
523;KB;1692.0;Joan de Witt (1662-1701);Wilhelmina de Witt;Joan de Witt (1662-1701) & Wilhelmina de Witt;;;Amsterdam;Caspar Brandt;;;;;;;;;;;;;;;;;;;;;;Caspar Brandt
612;KB;1692.0;Damiaan van Duren;Barbera Strockels;Damiaan van Duren & Barbera Strockels;Arnoldus Curtenius;Deventer;;D. van Setten;;;;;;;;;;;;;;;;;;;;;;D. van Setten
1915;KB;1692.0;Dirk Wybrandsz Paltz;Pietertje Jans Kolk;Dirk Wybrandsz Paltz & Pietertje Jans Kolk;Albert Evertsz Visscher;Amsterdam;Amsterdam;Dirk ten Kate;Lambert Hermansz ten Kate;N. ten Kate;;;;;;;;;;;;;;;;;;;;Dirk ten Kate, Lambert Hermansz ten Kate, N. ten Kate
2140;KB;1692.0;Dirk van Oosterwyk;Levyna Verbeek;Dirk van Oosterwyk & Levyna Verbeek;;;Utrecht;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
2402;KB;1692.0;Herman Schreder;Christina Almonde;Herman Schreder & Christina Almonde;;;Dantzik;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
3610;STCN;1692.0;Jacob van Mollem;Maria Zydervelt;Jacob van Mollem & Maria Zydervelt;Lescailje;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;
3615;STCN;1692.0;Joan Elias Huidekooper;Agatha Hasselaar;Joan Elias Huidekooper & Agatha Hasselaar;Lescailje;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;
4;KB;1693.0;Pieter Koolaert;Elizabeth Hoofman;Pieter Koolaert & Elizabeth Hoofman;Lescailje;Amsterdam;Haarlem;Katharina Lescailje;David van Hoogstraten;Joan Pluimer;Hermannus Angelkot;Jacob Storm;Abraham Bógaert;;;;;;;;;;;;;;;;;Katharina Lescailje, David van Hoogstraten, Joan Pluimer, Hermannus Angelkot, Jacob Storm, Abraham Bógaert
54;KB;1693.0;Herman Schuurman;Petronella Rooleeuw;Herman Schuurman & Petronella Rooleeuw;Arentsz;Amsterdam;Groningen;Eduard Feitama;Isaac Feitama;;;;;;;;;;;;;;;;;;;;;Eduard Feitama, Isaac Feitama
92;KB;1693.0;Antoni van Maurik;Geertruid van Duisburg;Antoni van Maurik & Geertruid van Duisburg;Boeteman;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
172;KB;1693.0;Pieter van Beek;Klemencia Vollenhove;Pieter van Beek & Klemencia Vollenhove;Boeteman;Amsterdam;Wesel;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
175;KB;1693.0;Izaak van Beuningen;Maria Ehmens;Izaak van Beuningen & Maria Ehmens;Boeteman;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
181;KB;1693.0;Izaak Daams;Alida Roermond;Izaak Daams & Alida Roermond;Boeteman;Amsterdam;;Anthony Jansen;I.U.;;;;;;;;;;;;;;;;;;;;;Anthony Jansen, I.U.
184;KB;1693.0;Jan Dop;Maria Bording;Jan Dop & Maria Bording;Boeteman;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
197;KB;1693.0;Geerling Kops;Sara Teyler;Geerling Kops & Sara Teyler;Boeteman;Amsterdam;Middelburg;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
230;KB;1693.0;Dirk Willink;Christina Kramer;Dirk Willink & Christina Kramer;Boeteman;Amsterdam;Rotterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
238;KB;1693.0;Abraham Inses;Willemyna Stok;Abraham Inses & Willemyna Stok;Boeteman;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
347;KB;1693.0;Matthew Chity;Elisabeth de Dieu;Matthew Chity & Elisabeth de Dieu;Johannes van de Kellenaar;Leiden;Den Haag;Adriaan Pars;;;;;;;;;;;;;;;;;;;;;;Adriaan Pars
351;KB;1693.0;Françoys Pekstok;Geertruyd van Os;Françoys Pekstok & Geertruyd van Os;Jacobus Robyn;Amsterdam;Rotterdam;H. Croese;;;;;;;;;;;;;;;;;;;;;;H. Croese
1258;KB;1693.0;Dirk Rutgers;Catharina de Neufville;Dirk Rutgers & Catharina de Neufville;Lescailje;Amsterdam;Sloten;;;;;;;;;;;;;;;;;;;;;;;
1674;KB;1693.0;Dirk Rutgers;Catharina de Neufville;Dirk Rutgers & Catharina de Neufville;Jan Rieuwertsz;Amsterdam;;Anthony Jansen;Florentius Croon;Gerrit Fortgens;;;;;;;;;;;;;;;;;;;;Anthony Jansen, Florentius Croon, Gerrit Fortgens
2141;KB;1693.0;Kornelis van Builard;Maria van Blenkvlied;Kornelis van Builard & Maria van Blenkvlied;;;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen
2142;KB;1693.0;Christiaan van Hoek;Catharina Blok;Christiaan van Hoek & Catharina Blok;;;Amsterdam;Ludolph Smids;;;;;;;;;;;;;;;;;;;;;;Ludolph Smids
