0;Datum;Jaar;Bruidegom;Bruid;Drukker;Plaats;Auteur1;Auteur2;Auteur3;Auteur4;Auteur5;Auteur6;Auteur7;Auteur8;Auteur9;Auteur10;Auteur11;Auteur12;Auteur13;Auteur14;Auteur15;Auteur16;Auteur17;Auteur18;Auteur19;Auteur20;Auteur21;Auteur22
420;1753-04-17;1753;Willem Hendrik Nolthenius;Sara van der Grift;;Amsterdam;Jan van der Grift ;Daniel Balthsz Nolthenius ;Jeronimus Balthsz Nolthenius ;Govert van der Pot ;G.R.;Coenraad Smitt ;Gulielmus Titsingh ;Fredrik de Bruyn ;Hendrik ten Hove ;Roelof Wouters ;Bernardus van der Velde ;;;;;;;;;;;
443;1620-04-26;1620;Adriaen Hendricksz Bremer;Magdalena Willems;Jan Banningh;Amsterdam;N. Voocht ;;;;;;;;;;;;;;;;;;;;;
444;1635-12-11;1635;Salomon Dierquens;Elizabeth Walens;Aernout Timmermans;Amsterdam;Jonas van Reigersbergh ;;;;;;;;;;;;;;;;;;;;;
445;1624-04-14;1624;Antoni van Hoeck;Cornelia van Loosvelt;Dirck Pietersz Pers;;;;;;;;;;;;;;;;;;;;;;;
446;1623-05-14;1623;Govert Gerritsen Schouten;Geertruyt van Loosveld;Dirck Pietersz Pers;Beetgum;;;;;;;;;;;;;;;;;;;;;;
312;1698-10-08;1698;Arend Copyn;Anna Grave;Johannes Smets;Rotterdam;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
313;1698-03-21;1698;Arnout Kops;Johanna Nobeling;Johannes Smets;Den Haag;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
314;1698-03-09;1698;Adam van Rixtel;Johanna de Haan;Johannes Smets;Utrecht;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
475;1740-09-21;1740;Jacob van der Waeyen;Herbertina de Witt;;Amsterdam;Joannes van Braam ;;;;;;;;;;;;;;;;;;;;;
506;1752-07-04;1752;Jan van Dilsen;Margaretha Maria van Blokland;;Amsterdam;Claas Veeckens ;;;;;;;;;;;;;;;;;;;;;
485;1754-09-30;1754;Jan Willem van Steenbergen;Gysberta Wilhelmina de Vulder;Abraham Blussé;Amsterdam;Abraham Blussé ;Petronella Catharina van Steenbergen ;Adriaan Kluit ;;;;;;;;;;;;;;;;;;;
408;1700-04-14;1700;Nicolaas van Rijp;Jacoba van Emmenes;;Amsterdam;Hendrik Snakenburg ;;;;;;;;;;;;;;;;;;;;;
460;1751-07-20;1751;Adriaan Koekebakker;Sara Maria Okhuysen;;;Adriaan Matthiasz Okhuysen ;Jan Koekebakker ;Abraham van Limburg ;Rudolph de Burlett ;R. Blok ;E.D.B.Ez;Johanna Magdalena Koekebakker ;;;;; ;;;;;;;;;;
461;1749-06-05;1749;Abraham van Limburg;Johanna Margareta Okhuysen;;Amsterdam;Abraham van Limburg ;Adriaan Matthiasz Okhuysen ;Sara Maria Okhuysen ;Catharina van Limburg ;Johanna Magdalena Koekebakker ;Jan Luyken ;Isaac Bronkhorst ;Eduard van Harlingen ;Dominicus Schellinger ;Nicolaas van Echteren ;Johannes Boll ;;;;;;;;;;;
464;1645-08-22;1645;Joris Trekels;Christina Gijs;Willem Christiaens van der Boxe;Amsterdam;C. Pranger ;;;;;;;;;;;;;;;;;;;;;
366;1749-09-02;1749;Abraham Haverkamp;Petronella Johanna de Timmerman;;Rotterdam;Franc van der Burch ;Nicolaas van der Dussen ;Joan Bols ten Oever ;Wilhelm Musketier ;Jan Frederik Parvé ;A.A.C.;;;;;;;;;;;;;;;;
367;1684-08-15;1684;Jacob Hop (1654-1725);Izabella Hooft;Albert Magnus;;Govard Bidloo ;;;;;;;;;;;;;;;;;;;;;
391;1737-07-10;1737;Johan van de Perre;Catharina Cornelia Steengracht;Petrus Dathenus;Amsterdam;Jacobus Willemsen ;;;;;;;;;;;;;;;;;;;;;
411;1751-03-07;1751;Jacob Hulk;Johanna Peyse;Hubert Kornelisz Poot;Amsterdam;Geertruid Zwaan ;Harmanus Asschenbergh ;Pieter Huisinga Bakker ;Kornelis Elzevier ;Jan de Kruyff ;;;;;;;;;;;;;;;;;
479;1751-08-18;1751;Jan Alting;Swana Francina Alting;;Delft;Lucas Trip ;Bernhardus Alting ;Jan de Kruyff ;;;;;;;;;;;;;;;;;;;
482;1729-08-10;1729;Cornelis van der Strengh;Hillegonda Duyf;Gerrit Bouman;;Gerrit Bouman ;Jacobus van der Strengh ;Philip Zweerts ;Claas Bruin ;Adriaan Jacobsz van Ommering ;Gijsbert Tysens ;J.W. Hazebroek ;Johannes Meyer ;;;;;;;;;;;;;;
429;1710-06-00;1710;Theodoor van Haarsolte;Joachimyn Elisabeth van Rechteren;Arnoldus (wed) Curtenius;Amsterdam;Maximilianus van Offenberg ;;;;;;;;;;;;;;;;;;;;;
512;1718-03-20;1718;Ellart de Weer de Wit;Alida Entrop;Hendrik van de Gaete;Leiden;Johannes de Wit (Jr) ;Petrus de Wit ;Laurens de Haan ;; ; ;;;;;;;;;;;;;;;;
510;1731-12-09;1731;Theodoor van Snakenburg;Friderica Albinus;;Noordwijk;Franciscus van Oudendorp ;Balthazar Huydecoper ;Jacob Michielsz Elias ;Hendrik Snakenburg ;Arnold Hoogvliet ;Hendrik Schim ;Jan Wandelaar ;;;;;;;;;;;;;;;
436;1726-02-06;1726;Marten Vlaardingerwoud;Anna van Baerle;;;Hubert Kornelisz Poot ;;;;;;;;;;;;;;;;;;;;;
465;1754-10-00;1754;Jodocus Cornelis Montanus;Isabella Jacoba Sibmacher;Jan Arnold Jansz van Orsoy;Amsterdam;Petrus Theodorus van Hamel ;;;;;;;;;;;;;;;;;;;;;
399;1743-10-16;1743;Joan onder de Linden;Mondina den Raven;;Rotterdam;Pieter Le Clercq ;Jacob van Stamhorst ;Jacobus van der Strengh ;;;;;;;;;;;;;;;;;;;
328;1738-11-12;1738;Levinus Pietersz van Hole;Catharina Christina Evertsen;Arend van Huyssteen;Amsterdam;Arend van Huyssteen ;Steven van Esveldt ;;Joan Wilhelm Claus van Laar ;Warner Doekes ;H. van Brevoort ;;;;;;;;;;;;;;;;
337;1744-05-12;1744;Johan Marinus Chalmers;Elisabeth Pottey;;;Johan Steengracht ;Jakob Johan Andriessen ;;;;;;;;;;;;;;;;;;;;
376;1703-05-21;1703;Tobie Amsincq;Cornelia Huys;Elias Yvans;Leiden;A. de Sterke ;;;;;;;;;;;;;;;;;;;;;
449;1706-06-09;1706;Abraham Pillera;Elisabeth Lanham;Gillis van Limburg;;;;;;;;;;;;;;;;;;;;;;;
453;1707-11-02;1707;Jacob van Lennep;Cornelia de Veer;Joannes de Wees;Amsterdam;G. van Halmael ;Hendrik van Halmael ;Hester van Halmael ;Jan de Regt ;J.D.W.;Gerrit Fortgens ;Willem van der Hoeven ; ;;;;;;;;;;;;;;
448;1659-06-24;1659;Nicolaus Beets;Anna van Wassen;Gabriel de Roy;Amsterdam;;;;;;;;;;;;;;;;;;;;;;
345;1729-11-23;1729;Aegidius Groeninx;Theodora Maria Groenhout;Arnold Willis;Leiden;Joannes Arntzenius ;Joannes Albertus Jacobi ;Pieter van der Schelling ;Jan van Hoogstraten ;Kornelis van Koeverden ;Gerard van Westerwyk;Nikolaes Bylaert ;Arnold Willis ;;;;;;;;;;;;;;
400;1737-03-18;1737;Evert Muller;Beletje van Eyck;;Leiden;;;;;;;;;;;;;;;;;;;;;;
331;1631-06-03;1631;Thomas Swartwout;Hendrickjen Barentsd;Barent Otsz;Leiden;Ot Barentsz ;;;;;;;;;;;;;;;;;;;;;
490;1756-03-02;1756;Hermanus Esser;Geertruy de Bruyn;Jacobus Haffman;;Isaac Esser ;Johannes Esser ;J.S. Esser ;;;;;;;;;;;;;;;;;;;
317;1732-07-23;1732;Martyn van Heukelom;Theodora Agatha van Panhuys;;Tholen;Laurens Steversloot ;;;;;;;;;;;;;;;;;;;;;
507;1740-05-10;1740;Frantz Johan van Motzfeldt;Maria Elisabeth van Schwarem;Cornelis van Zanten;Amsterdam;Johan Conraed Carp ;;;;;;;;;;;;;;;;;;;;;
473;1758-06-04;1758;Willem van Wassenaar;Anna barones van Wassenaar van Starrenburg;Johanna Wilda van Wyhe;Groningen;Gerardus de Haas ;;;;;;;;;;;;;;;;;;;;;
502;1720-03-19;1720;Galenus van Baerle;Johanna Willemina Streso;Willem Barents;Amsterdam;Aurelia Zwartte ;Matthaeus Brouërius van Nidek ;Hermanus Verwit ;L. Ryk ;;;;;;;;;;;;;;;;;;
519;1747-05-16;1747;Cornelis van Rhenen;Cecilia Beeke;Theodorus Crajenschot;Willemstad;Cornelis van Rhenen ;Cecilia Beeke ;Petronella Beeke ;Abigail van Rhenen ;Elizabeth van Esterwegen ;Simon Jansz Beeke ;J.E. Sasselee ;B.S.S.;Henricus Beeke ;Mathys Verdonk ;Abraham de Haen (1707-1748) ;;;;;;;;;;;
363;1721-05-22;1721;Isaac Elzevier;Wilhelmina Adriana van Hogendorp;Johan van Doesburg;Amsterdam;Joannes Jens ;Johannes de Bey ;;;;;;;;;;;;;;;;;;;;
501;1716-10-22;1716;Adriaan Laurensz van der Vinne;Maria van Oudshoorn;Hermanus van (wed) Hulkenroy;Noordwijk;N. Verbeek ;P. van Dam ;Josua de Smet ;T.K. Haaxma ;Govert van Mater ;Jan Olthoff ;Pieter (Jr) Merkman ;Jan Marchand ;Aäron van Hulkenroy ;Mozes van Hulkenroy ;;;;;;;;;;;;
333;1714-12-27;1714;Johannes van Steelant;Catharina Beyer;Johan van Doesburg;Amsterdam;Daniel Havart ;;;;;;;;;;;;;;;;;;;;;
316;1755-04-24;1755;Paulus van Driest;Johanna Kruiskerk;Ten Houten;Leiden;Christina van Driest ;Alida van Driest ;Maria Dorothea van Driest ;Johannes van Driest ;W. de Leeuw ;Petrus Leonardus Le Grand ; ; ;;;;;;;;;;;;;;
359;1673-08-15;1673;Jacobus Rabbi;Beatrix Grapenes;Johannes Roovers;;;;;;;;;;;;;;;;;;;;;;;
1;1691-08-15;1691;Samuel van der Lanen;Maria Magdalena Meermans;Reinier Leers;Hoorn;Pieter Rabus ;;;;;;;;;;;;;;;;;;;;;
2;1738-07-22;1738;Jacobus Willemsen;Elizabeth Verwout Noiret;Petrus Dathenus;Amsterdam;Pieter de La Ruë ;Johannes Plevier ;Isaac Schorer ;Nicolaus Barkey ;Johannes Nicolaas Treytel ;Johannes Medhurst ;Petrus Dathenus ;Jakobus Andriessen de Waal ;Hendrik Ackervelt ;Gerhard Step ;;;;;;;;;;;;
4;1693-08-23;1693;Pieter Koolaert;Elizabeth Hoofman;Lescailje;;Katharina Lescailje ;David van Hoogstraten ;Joan Pluimer ;Hermannus Angelkot ;Jacob Storm ;Abraham Bógaert ;;;;;;;;;;;;;;;;
5;1702-03-12;1702;Herman Lufneu;Anna Amsincq;Barent Bos;Wesel;David van Hoogstraten ;Willem Rabus ;;;;;;;;;;;;;;;;;;;;
7;1710-12-16;1710;Pieter Gys (1678-1759);Maria van den Bergh;;Amsterdam;Govard Bidloo ;Hendrik Snakenburg ;;;;;;;;;;;;;;;;;;;;
8;1753-11-21;1753;Hendrik II Bruyn;Catharina Smit;Hendrik II Bruyn;Middelburg;Izaak Bruyn ;Johannes Bruyn ;Arnoldus Bruyn ;J.H. Konstman ;Lammert Bakker ;;;;;;;;;;;;;;;;;
15;1712-07-14;1712;Jacobus Boutkan;Hester van der Kindert;Goeree;Rotterdam;Jan Baptista Wellekens ;Jakob Zeeus ;Frans Greenwood ;A. van Sleyden ;Abraham Peyster ;;;;;;;;;;;;;;;;;
19;1723-11-14;1723;George Wetstein;Anna Otto;Wetstein;Amsterdam;Isaac Verburg ;Willem van der Hoeven ;Claas Bruin ;Gijsbert Tysens ;Joannes Haverkamp ;François Jansz van Hoogstraten ;J. Schoonhoven ;v.D.;J.V.A.;Willem van Swaanenburg ;Frederik Hendrik Wetstein ;Willem Hendrik Wetstein ;;;;;;;;;;
22;1725-09-16;1725;Isaac Nylant;Johanna de Veer;Lescailje;Deventer;Abraham de Veer ;Isaac Kintsius ;Pieter de Veer ;Herkules Bouman ; ;;;;;;;;;;;;;;;;;
24;1725-07-06;1725;Lucas Bardon;Anna Groenewoud;;Amsterdam;Pieter Langendyk ;;;;;;;;;;;;;;;;;;;;;
25;1720-08-14;1720;Cornelis Izaaksz van den Bogaerd;Christina Willink;;Amsterdam;A. Izaaksz van den Bogaerd ;Claas Bruin ;Pieter Langendyk ;Kornelis van Koeverden ;;;;;;;;;;;;;;;;;;
27;1720-11-19;1720;Christiaan van der Meulen;Geertruid Des Amorie;Hermanus van (wed) Hulkenroy;Hazerswoude;Cornelius van Arckel ;Govert van Mater ;Claas Bruin ;Aegidius van Hoven ;Aäron van Hulkenroy ;Abraham van Loon ;Pieter Langendyk ;P.V.Az;;;;;;;;;;;;;;
28;1718-07-10;1718;Jacobus van Pesch;Dina van der Smisse;Hendrik van de Gaete;Amsterdam;Kornelis Willemsz Westerbaen ;Claas Bruin ;Pieter Langendyk ;Chr Simonides ;Hendrik van de Gaete ;;;;;;;;;;;;;;;;;
31;1715-04-14;1715;Juriaan Willink;Elizabet van Tongerlo;Hendrik van de Gaete;Rotterdam;H. van Lochem ;Claas Bruin ;Pieter Langendyk ;Roeland van Leuve ;Cornelis van Leuve ;Hendrik van de Gaete ;;;;;;;;;;;;;;;;
32;1721-05-20;1721;Abraham van Limburg;Anna Giffenig;;Leiden;J. van Tol ;Hendrik Fouree ;David Giffenig ;Joannes Hancock ;Johannes Hooykaas ;;;;;;;;;;;;;;;;;
34;1728-10-24;1728;Gerrit Onstenk;Maria van den Ende;;Amsterdam;Willem Onstenk ;Magdalena Mansveld ;Enoch Krook ;;;;;;;;;;;;;;;;;;;
35;1744-05-05;1744;Nicolaas Simon van Winter;Johanna Muhl;;Amsterdam;Nicolaas Simon van Winter ;Agatha Maria Sena ;Elisabeth van Leeuwaarden ;Bernardus de Bosch ;;;;;;;;;;;;;;;;;;
36;1729-08-31;1729;Egidius van den Bempden;Aagje Hooft;Wor & Onder de Linden;Amsterdam;Elbert Clermont ;;;;;;;;;;;;;;;;;;;;;
43;1759-08-25;1759;Jan Jacob van Westreenen;Johanna Catharina Mamuchet de Houderingen;;;Margareta Petronella Keppel ;;;;;;;;;;;;;;;;;;;;;
45;1721-05-11;1721;Franciscus Dankers;Cornelia Robol;;Amsterdam;A.S.;;;;;;;;;;;;;;;;;;;;;
46;1721-05-06;1721;Adriaen Maten;Maria van Vollenhoven;Lescailje;Amsterdam;Jan Baptista Wellekens ;Claas Bruin ;Balthazar Huydecoper ;Pieter Vlaming ;A.W.;J.V.M.;;;;;;;;;;;;;;;;
50;1751-02-02;1751;Jan Damman;Margareta Dauw;Jacobus Haffman;Den Haag;Hendrik Damman ;;;;;;;;;;;;;;;;;;;;;
55;1695-07-26;1695;Adrianus van Schuylenburg;Cornelia Soetens;Claes Braau;;Eduard van Zurck ;;;;;;;;;;;;;;;;;;;;;
69;1678-09-20;1678;Abraham van den Ende;Hillegonda Clara Ham;Boom;Amsterdam;Joachim Oudaan ;Govard Bidloo ;;;;;;;;;;;;;;;;;;;;
70;1713-03-09;1713;Joris Holiarhoek;Catharina van Treuben;Van Egmont;;Hendrik Holiarhoek ;Filips Piek ;Ryk Ryke ;Nicolaas Le Seur ;J. Holiarhoek ;;;;;;;;;;;;;;;;;
72;1723-09-05;1723;Reinier Oortman;Cornelia Elisabet Swildens;Pieter I Muntendam;Haarlem;Isaak van Doorn ;;;;;;;;;;;;;;;;;;;;;
73;1725-12-18;1725;Willem Smits;Anna Scheltus;Scheltus;Rotterdam;H. Scheltus ;;;;;;;;;;;;;;;;;;;;;
74;1726-06-25;1726;Gerrit Boon;Jacoba van Ostade;Van Esch;Haarlem;Wernerus Köhne ;Arnoldus Henricus Westerhovius ;Jan Terwen ;W.K.;K. Casius ;Daniel van (Jr) Beke ;Theodorus Paludanus ;P. Boon ;W.V.;;;;;;;;;;;;;
77;1705-10-06;1705;Pieter Spranger;Alida Schippers;;;Dirk Spranger ;;;;;;;;;;;;;;;;;;;;;
78;1720-03-17;1720;Jacob van Heule;Lidia Swart;;Rotterdam;Jan Goeree ;;;;;;;;;;;;;;;;;;;;;
83;1695-12-25;1695;Abraham van Limburg;Margareta Blaaupot;Boeteman;Amsterdam;;;;;;;;;;;;;;;;;;;;;;
86;1725-03-23;1725;Hendrik van II Damme;Anna Kassies;Jan van Damme;Rotterdam;Daniel van Damme ;Jan van Damme ;P. van Dalen ;Jan Hoogeveen (1671-1730) ; B.V.A.;;;;;;;;;;;;;;;;;
87;1700-11-21;1700;Theodorus van Foreest;Eva Maria de Groot;Adriaan Beverwyck;Utrecht;J. van Hoolwerff ;Jacob van der Vorm ;Joannes ten Thye ;;;;;;;;;;;;;;;;;;;
88;1704-02-20;1704;Bastiaen Molewater;Magdalena Blockhuys;Elias Yvans;Amsterdam;A. de Sterke ;;;;;;;;;;;;;;;;;;;;;
95;1697-12-18;1697;Joannes Boelema;Geertruid van der Lip;Boeteman;Arnhem;J. de Roode ;Regnerus de Lover ;;;;;;;;;;;;;;;;;;;;
105;1704-05-08;1704;Ewoud van der Dussen;Catharina Maria Vallensis;;Amsterdam;Paulus Bosveld ;C. Breydel ;A.R.;;;;;;;;;;;;;;;;;;;
107;1687-08-00;1687;Gerard de Beveren;Anna Eling;Mattheus van Nispen;Zwolle;David van Hoogstraten ;;;;;;;;;;;;;;;;;;;;;
120;1698-08-06;1698;Louwerens Verstraaten;Elisabet Havius;Casparus Lootsman;Alphen;M. Domp ;;;;;;;;;;;;;;;;;;;;;
121;1698-10-07;1698;Hendrik van Rozeveld;Hermina den Ruuk;Hermannus Goddaeus;Altona;Johan van Dueren ;;;;;;;;;;;;;;;;;;;;;
123;1705-03-08;1705;Dirck Bruininck;Catharina Inses;Hermanus Herts;Amsterdam;J.B.;;;;;;;;;;;;;;;;;;;;;
124;1665-10-11;1665;Jan Vriesenburgh;Aaltje Klaesz van der Veen;Jan I Rieuwertsz;Amsterdam;D. de Neufville ;;;;;;;;;;;;;;;;;;;;;
139;1695-11-15;1695;Isbrandus Fabricius;Petronella van der Wier;Daniel Oostendorp;Wassenaar;Jan Norel ;;;;;;;;;;;;;;;;;;;;;
147;1683-01-05;1683;Jan de Wys;Catharina van Os;Lescailje;;Sybrand Feitama ;;;;;;;;;;;;;;;;;;;;;
148;1721-05-05;1721;Pieter Mes;Maria Ophoven;Pieter Buyster;;Wilhelmus van Ysselstein ;;;;;;;;;;;;;;;;;;;;;
152;1710-01-01;1710;Wilhem van Maurik;Eva van Gelder;;;Christiaan Tirion ;Abraham Peyster ;Cornelis van Eeke ;;;;;;;;;;;;;;;;;;;
154;1716-07-21;1716;Herman Willem Roelink;Anna Maria Eekhout;Casparus (wed) Cotius;Maassluis;Casparus Henricus van Heimenberg ;;;;;;;;;;;;;;;;;;;;;
157;1731-07-18;1731;Jeronimo de Bosch;Judith Willink;Willem van Egmont;Amsterdam;Pieternel;;;;;;;;;;;;;;;;;;;;;
158;1729-03-27;1729;Jan Izaaksz van den Bogaerd;Magdalena Maria van den Bogaerd;Verbeek;Amsterdam;Cornelis Izaaksz van den Bogaerd ;J.V.M.;;;;;;;;;;;;;;;;;;;;
159;1726-04-22;1726;Hieronimus Slicher;Catharina Cornelia Temminck;Joannes Oosterwyk;Purmerland;Egbert de Vry Temminck ;Joannes Oosterwyk ;;;;;;;;;;;;;;;;;;;;
161;1728-07-13;1728;Nicolaus Spranger;Maria van den Honert;;Amsterdam;Franciscus Burman ;Theodorus Haganaeus ;Petrus Burman ;Jan van der Voort ;Adrianus Wolff ;N. Bak ;;;;;;;;;;;;;;;;
163;1718-04-03;1718;Arent Bosch;Eletta Thesingh;Goeree;Amsterdam;David van Hoogstraten ;Jan Baptista Wellekens ;Pieter Vlaming ;Claas Bruin ;Hendrik van Halmael ;;;;;;;;;;;;;;;;;
164;1728-00-00;1728;Cornelis van Bynkershoek;Gerardina Cloot;;;Carolus van Heusden ;;;;;;;;;;;;;;;;;;;;;
165;1742-09-02;1742;Johannes Hop;Cornelia Maria van Stryen;Elisabeth Paauw;;Otto Arntzenius ;;;;;;;;;;;;;;;;;;;;;
167;1735-06-13;1735;Andreas Cunaeus;Agneta Jacoba van den Bergh;Johan van den Bergh (1664-1755);Dordrecht;David van Royen ;;;;;;;;;;;;;;;;;;;;;
179;1746-07-07;1746;Petrus (1713-1778) Burman;Anna Knuyse;;Amsterdam;Otto Arntzenius ;Bartholomaeus Sieben ;Jan Pieter Theodoor Huydecoper ;Ernst Willem Higt ;Jan Willem Kerkhoven ;;;;;;;;;;;;;;;;;
187;1690-02-20;1690;Franciscus Fabricius;Anna van Teylingen;;Alkmaar;G.B.;;;;;;;;;;;;;;;;;;;;;
190;1710-04-09;1710;Servaas Havart;Bartranda Cornelia Bichon;Reinier van Doesburg;Amsterdam;Daniel Havart ;;;;;;;;;;;;;;;;;;;;;
206;1725-10-03;1725;Johan van Mierop;Margareta Deynoot;Philippus Losel;Amsterdam;Pieter van der Schelling ;;;;;;;;;;;;;;;;;;;;;
207;1643-02-26;1643;Geeraert Karels Morel;Margarita Abrahams Melane;Broer Jansz;Den Haag;G.D.C.;;;;;;;;;;;;;;;;;;;;;
208;1642-07-29;1642;Machiel Moris;Sara de La Tombe;Nicolaes van Ravesteyn;Enkhuizen;;;;;;;;;;;;;;;;;;;;;;
210;1642-11-23;1642;Pieter de Niellius;Maria Cornelissen;Joost Hartgersz;Amsterdam;A. de Brull ;;;;;;;;;;;;;;;;;;;;;
218;1716-04-16;1716;Jakob van Rykevorsel;Lidia Sleght;;Breda;Joan de Haes ;;;;;;;;;;;;;;;;;;;;;
222;1728-12-17;1728;Johannes van Steelant;Johanna Geertruyda Gerlag;Reinier Boitet;Amsterdam;Cornelius s-Gravesande ;Hubert Kornelisz Poot ;Reinier Boitet ;;;;;;;;;;;;;;;;;;;
226;1729-02-22;1729;Herman Vingerhoedt (1697-1762);Maria 's-Graefweg;;Amsterdam;Cornelis Nieuwaart ;Willem van der Pot ;Dirk Smits ;J.B.;;;;;;;;;;;;;;;;;;
227;1757-11-01;1757;Jan van Voorst;Willemina Aletta Kien;Kroon;;Nicolaas Kien ;Abraham de Bucquoy ;Jan Adriaan van Wachendorff ;Willem Kroon ;;;;;;;;;;;;;;;;;;
234;1756-12-08;1756;Huibert van Wyn;Susanna Margareta Molenaar;;;Hendrik van Wyn ;;;;;;;;;;;;;;;;;;;;;
237;1746-03-22;1746;Jan Frederik Parvé;Maria Adriana van den Broeck;Enschede;Aarlanderveen;Jan Pieter Theodoor Huydecoper ;Lucretia Wilhelmina van Merken ;;;;;;;;;;;;;;;;;;;;
242;1653-02-01;1653;Anthonius Bevers;Maria Lieftinck;Johannes van Paddenburgh;Amsterdam;G. Vligerius ;;;;;;;;;;;;;;;;;;;;;
247;1675-07-07;1675;Pieter de Groot (1615-1678);Alida de Groot;Hugo de Groot;Amsterdam;Geeraert Brandt ;;;;;;;;;;;;;;;;;;;;;
252;1629-09-01;1629;Pieter de Ruysscher;Sibilla Vorstius;Poppius & Stam;Rotterdam;V.G.;;;;;;;;;;;;;;;;;;;;;
253;1751-02-09;1751;Meinardus Ruysch;Barbara Hillegonda van der Stel;;Amsterdam;Pieter Schipper ;;;;;;;;;;;;;;;;;;;;;
255;1732-09-23;1732;Pieter Twent;Elisabeth Adriana van der Lely;;;Hippocrates;;;;;;;;;;;;;;;;;;;;;
256;1699-09-22;1699;Johannes Terwen;Christina Antwerpen;Theodorus van den Eynden;Amsterdam;Dirk Smout ;;;;;;;;;;;;;;;;;;;;;
257;1718-05-08;1718;Abraham van Poot;Sara van Velthuysen;Hendrik Bosch;;Hendrik van Poot ;;;;;;;;;;;;;;;;;;;;;
258;1722-04-12;1722;Cornelis van der Sys;Maria de Vyver;;Amsterdam;Jan van der Sys ;Pr.Ae;;;;;;;;;;;;;;;;;;;;
259;1633-02-24;1633;Gysbert Hermansz;Roelifgen Wegewaerts;Joannes Maire;Amsterdam;I.I.V.;;;;;;;;;;;;;;;;;;;;;
260;1649-02-28;1649;Symon Fritselaer;Anneken Goyers;;Amsterdam;;;;;;;;;;;;;;;;;;;;;;
261;1744-04-14;1744;Christiaen de Groot;Aletta Harthals;Anthoni de Groot;Haarlem;Christiaen de Groot ;Jan de (Antoonz) Groot ;Willem de (Antoonz) Groot ;Steven de (Antoonz) Groot ;;;;;;;;;;;;;;;;;;
262;1731-01-30;1731;Carel de Dieu;Anna Bregitta de La Croix;;Gorinchem;J.R. van Hoolwerff ;Abraham Titsingh ;I. Lootens ;Lambert van den Broek; C.L.;I.V.L.;;;;;;;;;;;;;;;;
263;1749-03-21;1749;Hendrik Sanders;Catharina van Loo;;Eelde;L. van Loo ;C.V.T.;J.W.V.T.;B.C.;;;;;;;;;;;;;;;;;;
264;1724-06-25;1724;Gerrit van Schermbeek;Sara Ryzing;Jan Mol;Amsterdam;B. van Schermbeek ;Adriaan de Kramer ;Menno Nieuwouts ;;;;;;;;;;;;;;;;;;;
265;1750-10-26;1750;Jan baron van Borssele;Anna Margareta Elizabeth Coninck;Bakker;Amsterdam;Jacobus Willemsen ;Abraham Haverkamp ;Petronella Johanna de Timmerman ;Lucretia Wilhelmina van Merken ;Jan de Timmerman ;Benjamin Taats ;;;;;;;;;;;;;;;;
266;1642-02-05;1642;Abraham Pandelaart;Elisabeth Pots;Jan Veely;Amsterdam;;;;;;;;;;;;;;;;;;;;;;
267;1751-09-05;1751;Vincent Bardewits;Ariaantje van Blankenburg;Johannes Eestjen;Rotterdam;Kornelis Bardewits ;;;;;;;;;;;;;;;;;;;;;
268;1704-07-20;1704;Jonas Witsen;Isabella Maria Hooft;;Amsterdam;Simon Schynvoet ;;;;;;;;;;;;;;;;;;;;;
269;1741-07-09;1741;Dirk Beckeringh;Geertruide van Hulten;;Schalkwijk;Gerhard Alting ;Lucas Trip ;Michiel van Bolhuis ;;;;;;;;;;;;;;;;;;;
270;1727-03-13;1727;Willem Bellaard;Magtilda Vermaten;;Dordrecht;A.F. de Bruyn ;Everhard Storm ;Gerardus Knoll ;C.K.;;;;;;;;;;;;;;;;;;
271;1717-03-23;1717;Jacob van Belle;Sara Jacoba van Hoorn;Simon I Clement;Amsterdam;Pieter de Bye ;Joan Suderman ;Pieter Boddaert ;;;;;;;;;;;;;;;;;;;
272;1710-12-16;1710;Pieter Gys (1678-1759);Maria van den Bergh;;;Hendrik Snakenburg ;;;;;;;;;;;;;;;;;;;;;
273;1710-05-08;1710;Jan Volkerts Visscher;Hildegonda de Wilde;Pieter van den II Berge;Dordrecht;David van Hoogstraten ;Pieter van den Berge ;;;;;;;;;;;;;;;;;;;;
274;1727-06-29;1727;Jacob Brandt;Maria Geertruid Beudeker;;Amsterdam;Claas Bruin ;Jan Cloppenburg ;Jan Goeree ;;;;;;;;;;;;;;;;;;;
275;1739-05-26;1739;Willem Munter;Catharina Cornelia Backer;Arnoldus Olofsen;Amsterdam;Arnoldus Olofsen ;;;;;;;;;;;;;;;;;;;;;
276;1719-12-19;1719;Jacob Alewyn (Jr) Ghysen;Perina Vorsterman;Joannes Oosterwyk;;Joannes Oosterwyk ;David van Hoogstraten ;Jan Baptista Wellekens ;Tileman Tamé ;Claas Bruin ;Isaac Thomasz Delcourt ;Matthaeus Brouërius van Nidek ;;; ;;;;;;;;;;;;
277;1640-08-28;1640;Frederik Alewyn;Eva Bicker;Blaeu;Amsterdam;Caspar Barlaeus ;;;;;;;;;;;;;;;;;;;;;
278;1741-05-03;1741;Pieter Bloemink;Adriana Winkelaar;Barent Bloemink;;;;;;;;;;;;;;;;;;;;;;;
