id;label;function;year;place
2626;Daniel de Stoppelaar & Maria van Buylaard;Bruidspaar;1715;
2627;Joachim Refdaal & Kornelia van Speek;Bruidspaar;1716;
2628;Jacobus van Geleyn & Catharina van Louw;Bruidspaar;1717;
2629;Pieter R.B. Langendyk;Auteur;;
2630;Abraham Fortgens;Auteur;;
2631;J.E. van Geleyn;Auteur;;
2632;Andries Kluppel & Wynanda van Loozen;Bruidspaar;1717;
2633;J. Druyff;Auteur;;
2634;Gabriel ten Cate & Magdalena Hobroek;Bruidspaar;;
2635;Ignatius uyt den Eekhout & Louiza Hobroek;Bruidspaar;1719;
2636;Wilhelmus Slingerland & Dorotea Soet;Bruidspaar;1727;
2637;Johannes van Geemert;Drukker;;Amsterdam
2638;Joost Hoofman & Sara van Amerongen;Bruidspaar;1688;
2639;Elizabeth Hoofman;Auteur;;
2640;Tobias Slagregen & Johanna van Westerhoven;Bruidspaar;1678;
2641;Pieter de Wit & Magdaleene van Damme;Bruidspaar;1682;
2642;Jacobus van Santen;Auteur;;
2643;Johannes van de Ryp & Judith ten Kate;Bruidspaar;1696;
2644;Abraham Gryspaard & Susanna de Munnik;Bruidspaar;1700;
2645;Johannes Wallis;Auteur;;
2646;Pieter van Toorenburg;Auteur;;
2647;Adriaan van Houten;Auteur;;
2648;Isaac Teyler & Maria van der Hulst;Bruidspaar;1701;
2649;Jan van Dalen;Auteur;;
2650;Anthony Hoorens & Margareta Geldorp;Bruidspaar;1703;
2651;S. van Elsland;Auteur;;
2652;Pieter Decker & Johanna de Nys;Bruidspaar;1706;
2653;Willem van Reesema & Katharina Gryspeert;Bruidspaar;1706;
2654;Lucas Schermer;Auteur;;
2655;Petrus Castelein;Auteur;;
2656;Abraham van den Bergh & Susanna van Arckel;Bruidspaar;1706;
2657;Dirk Velthaan & Agneta Hakkebort;Bruidspaar;1707;
2658;Jan Popta & Susanna Hakkebort;Bruidspaar;1707;
2659;Coenraad van Vollenhoven & Susanna van Diepenbroek;Bruidspaar;1707;
2660;Coenraad van Diepenbroek;Auteur;;
2661;Jan Egels & Maria Snep;Bruidspaar;1708;
2662;Jan van Pomeren & Hendrina Gryspeert;Bruidspaar;1709;
2663;D. Bronsveldt;Auteur;;
2664;Jacob Engelgeer & Maria Bonte;Bruidspaar;1709;
2665;Anthony van den Bogaard & Sara Cardoes;Bruidspaar;1714;
2666;Isaak Oostenraat & Maria van den Bogaard;Bruidspaar;1715;
2667;Jan M.B. Geldorp;Auteur;;
2668;Hermanus Ameshoff & Alberta Hoogenbergh;Bruidspaar;1735;
2669;Johannes Ratelband;Auteur;;
2670;Jan Jacob Ojers;Auteur;;
2671;Hendrik den Braasem & Sophia Nagtegaal;Bruidspaar;1748;
2672;Pieter van (wed) Gilst;Drukker;;Rotterdam
2673;Stephanus Stoop;Auteur;;
2674;Daniel Eylkens & Antonia Haasbaart;Bruidspaar;1741;
2675;Hendrik van der Glas;Drukker;;Den Haag
2676;Jacobus Haasbaart;Auteur;;
2677;Remees Floris Elin;Auteur;;
2678;Cornelis vab Ophoven;Auteur;;
2679;Pieter van Weyler;Auteur;;
2680;Jan Ovaar & Peternella Mesdag;Bruidspaar;1681;
2681;Pieter Vlaming & Wynanda Calkoen;Bruidspaar;1706;
2682;Elie A.W. Des Pommare;Auteur;;
2683;Jacob Voordaag;Auteur;;
2684;Dirk Makreel & Margareta van Veen;Bruidspaar;1707;
2685;Willem Vlaming & Katharina Theodora Beek;Bruidspaar;1707;
2686;Jan Swart & Sara van Heule;Bruidspaar;1707;
2687;Johannes Hol & Margareta van Westerhoven;Bruidspaar;1708;
2688;Pieter J.B. Vlaming;Auteur;;
2689;Jacob van Oosterwyk & Anna Bruyn;Bruidspaar;1708;
2690;Adriaan G.B. Spinniker;Auteur;;
2691;P. van Loo;Auteur;;
2692;Jacob Tomasz Teyler & Hester Terwen;Bruidspaar;1708;
2693;Lucas A.W. Schermer;Auteur;;
2694;Jan Hooft & Anna Rave;Bruidspaar;1708;
2695;George Bruyn & Lavina van Oosterwyk;Bruidspaar;1708;
2696;Pieter J.V. Vlaming;Auteur;;
2697;Hendrik van Eyk & Margareta van Gent;Bruidspaar;1709;
2698;Martinus A.W. Bodisco;Auteur;;
2699;Dirk Hagen & Anna Bleeker;Bruidspaar;1710;
2700;Jacobus Gibbe & Katharina van Dieningen;Bruidspaar;1727;
2701;Daniel Goetval;Drukker;;Vlissingen
2702;Petrus Spoors;Auteur;;
2703;Johannes C.V. Schroder;Auteur;;
2704;Elias van Attenhoven & Maria Geurtz Servaasze;Bruidspaar;1710;
2705;Asuerus van I Goor;Drukker;;Amsterdam
2706;Theodorus Kruythoff;Auteur;;
2707;Dirk Semeyn van Loosen & Maria Bontekoning;Bruidspaar;1735;
2708;Hendrik van Goor;Drukker;;Amsterdam
2709;Wilhelmus Themmen;Auteur;;
2710;Fredrik Hendrik baron van Dedem & Henrietta Gesina baronesse van Zuylen van Nievelt;Bruidspaar;1730;
2711;Fransina Jacoba Coets geb. van Westrem;Auteur;;
2712;F. de Chalus;Auteur;;
2713;Arnoldus Cagias & Elisabet Bras;Bruidspaar;1679;
2714;Herman Gerritsz van de Grave;Drukker;;Amsterdam
2715;Johannes Werumeus & Sara Hoeth;Bruidspaar;1732;
2716;Gerardus Kuypers & Josina Petronella Alberda;Bruidspaar;1759;
2717;Cornelis Lont & Adriana Elisabeth de With;Bruidspaar;1740;
2718;Gijsbert de Groot Keur;Drukker;;Amsterdam
2719;Ludolf Simon de With;Auteur;;
2720;Everardus Dudok;Auteur;;
2721;Christiaen de (Sr) Groot & Aletta Harthals;Bruidspaar;1744;
2722;Klaas Pater & Aaltje Mars;Bruidspaar;1708;
2723;Gijsbert de (wed) Groot;Drukker;;Amsterdam
2724;Pieter Grebber;Auteur;;
2725;Dirck Reynders & Catharina de Groot;Bruidspaar;1710;
2726;Pieter A.V.D. Delcourt;Auteur;;
2727;Herman Rampen;Auteur;;
2728;M. Kotman;Auteur;;
2729;Melchizedek (ca 1700) Olingius;Auteur;;
2730;Gerrit Cornelisz Mars & Fytje Symons Verlaan;Bruidspaar;1711;
2731;Claas Ysbrandsz Voogt & Niesje Hillebrands Verlaan;Bruidspaar;1712;
2732;Pieter Keur & Kornelia de Groot;Bruidspaar;1712;
2733;A. Keur;Auteur;;
2734;Rykard Rampen;Auteur;;
2735;Arend Ferdinand Lambrechts & Barbara Anna van der Meer;Bruidspaar;1746;
2736;Jan Willem de Groot;Drukker;;Amsterdam
2737;Marcus Zuerius Boxhorn & Susanna Duivelaar;Bruidspaar;1639;
2738;officina Gulielmiana;Drukker;;Amsterdam
2739;Petrus Scriverius;Auteur;;
2740;Henricus van Cranenburg & Johanna van Nieupoort;Bruidspaar;1601;
2741;Christoffel Guyot;Drukker;;
2742;Henricus Jonckheyn;Auteur;;
2743;Arnoldus And. Pagius;Auteur;;
2744;Hugo Laurentius Swaenwijck & Janneken Cornelisd Vroesen;Bruidspaar;1602;
2745;Matthaeus Adriaensz Burgius;Auteur;;
2746;Pieter van der Stoot & Willemina de Zwaan;Bruidspaar;1729;
2747;Dominicus Josephus de Haan;Drukker;;
2748;C. de Haan;Auteur;;
2749;Jacobus van der Stoot;Auteur;;
2750;Isaak de Haan;Drukker;;
2751;Casparus Danckers;Auteur;;
2752;Joannes Naeranus;Auteur, Drukker;;
2753;Evert Cramer & Helena van Duren;Bruidspaar;;
2754;Frederik Haaring;Drukker;;Amsterdam
2755;Abraham van Gerenvliet & Johanna Maria Poppius;Bruidspaar;1649;
2756;Franciscus Hackius;Drukker;;De Rijp
2757;A. van Polanen;Auteur;;
2758;N. Hercules;Auteur;;
2759;Johannes Hackius & Elisabeth Heussen;Bruidspaar;1655;
2760;Willem Everts;Auteur;;
2761;Abraham Verhoef;Auteur, Drukker;;
2762;Jan Claesz van Dorp;Auteur;;
2763;Jacobus de Vos & Catharina Hendricx;Bruidspaar;1645;
2764;Claes Albertsz Haen;Drukker;;Amsterdam
2765;Abraham Hermansz Gelder & Emmerentia Anthony;Bruidspaar;1645;
2766;Mathias van Sprang & Klara Korf;Bruidspaar;1677;
2767;Alexander Haensbergh;Drukker;;Amsterdam
2768;D. Weyssen;Auteur;;
2769;Izaak Du Sart & Helena Du Sart;Bruidspaar;1757;
2770;Du R.D.B.;Auteur;;
2771;Izaak (Jr) Du Sart;Auteur;;
2772;Joannes Du Sart;Auteur;;
2773;Izaak Sart;Auteur;;
2774;Eduard van Norden & Sara Damman;Bruidspaar;1750;
2775;Jan Damman;Auteur;;
2776;Johannes van Norden;Auteur;;
2777;A. Ryken;Auteur;;
2778;Isaac Esser & Sara Hagen;Bruidspaar;1750;
2779;J. P.N.Jz Esser;Auteur;;
2780;Hermanus Haakman;Auteur;;
2781;Gerardus Beeldsnyder & Sara Maria van Droogenhorst;Bruidspaar;1754;
2782;Simon Haichele;Drukker;;
2783;George van Haemstede & Catharina van Hengel;Bruidspaar;1687;
2784;Adam van Halen & Richarda van Borrevelt;Bruidspaar;1687;
2785;Petrus van der Burgh;Auteur;;
2786;Lucas van de Poll;Auteur;;
2787;Govard Bidloo & Alexandrina Schatter;Bruidspaar;1702;
2788;Franciscus Burman (1671-1719) & Elisabeth Thierens;Bruidspaar;1703;
2789;Anthony Thierens;Auteur;;
2790;Rudolf Wetstein & Odilia Kloek;Bruidspaar;1704;
2791;G. Wetstein;Auteur;;
2792;Willem van Oosterwyk & Susanna van Mollem;Bruidspaar;1706;
2793;Sara Copyn;Auteur;;
2794;Arent van Gysen;Auteur;;
2795;Hendrik van Vreede & Adriana Hennebo;Bruidspaar;1706;
2796;Hendrik van de Goese;Auteur;;
2797;Cornelis Sette & Catarina Schellinger;Bruidspaar;1707;
2798;Henrik Hooft (1666-1717) & Agatha van den Bosch;Bruidspaar;1707;
2799;Jan van den Bosch & Albertina Constantia Pater;Bruidspaar;1708;
2800;Jan Walraven & Margareta Trip;Bruidspaar;1708;
2801;Samuel Halma;Drukker;;Rotterdam
2802;Herbert van der Mey & Maria van den Bergh;Bruidspaar;1733;
2803;Kornelis van Hamont;Drukker;;Amsterdam
2804;M. van den Bergh;Auteur;;
2805;Lodewyck van Ommeren & Alida Jacoba van der Schuer;Bruidspaar;1700;
2806;Herman Hardenberg;Drukker;;Rotterdam
2807;Annet van der Schuer;Auteur;;
2808;J.J. Oymans;Auteur;;
2809;Christiaan Bongardt;Auteur;;
2810;Johannes van der Steen & Katharina van der Heyde;Bruidspaar;1681;
2811;Jacobus van Hardenberg;Drukker;;Rotterdam
2812;Isaac van der Styl & Anna Koerten;Bruidspaar;1683;
2813;Abraham Willink & Gouda Apostool;Bruidspaar;1699;
2814;Jacob Jacobsz Verfalje & Alida Kitzgen;Bruidspaar;1699;
2815;Adriaan J.H. Spinniker;Auteur;;
2816;Joost Verstraaten & Sara Geus;Bruidspaar;1703;
2817;H. Rood-schild;Auteur;;
2818;Jan Franx;Auteur;;
2819;Abraham de (Sr) Haen & Anna Preyger;Bruidspaar;1706;
2820;A. Preyger;Auteur;;
2821;Siward Haverkamp;Auteur;;
2822;J. Delcourt;Auteur;;
2823;Karel d' Amour & Geertruyd Gales;Bruidspaar;1707;
2824;Hendrik I.G.S.F. Snakenburg;Auteur;;
2825;Henricus Duysendpond & Elisabeth de Vicq;Bruidspaar;1711;
2826;Martinus van Harlingen;Auteur;;
2827;Joan de Vicq;Auteur;;
2828;Godefridus Duysendpond;Auteur;;
2829;M. Oosterland Jr;Auteur;;
2830;Onias Geldorpius & Galathea van Jongstal;Bruidspaar;1647;
2831;Frans Hardomans;Drukker;;Amsterdam
2832;Arnoldus Coppius & Geertje Jacobs Lastmans;Bruidspaar;1683;
2833;Hendrik Harmensz;Drukker;;Amsterdam
2834;Everardus van der Hooght;Auteur;;
2835;Pieter Anthonissen Uytenhoven & Maria Opzy;Bruidspaar;1639;
2836;Claes A. Seep;Auteur;;
2837;Wilhem Gerrits Verhoute & Johanna Vorsten;Bruidspaar;1641;
2838;R. Govaert;Auteur;;
2839;Abraham van der Straten & Catharina Blauw;Bruidspaar;1641;
2840;Troade;Auteur;;
2841;Pieter van Sonsvelt & Anna Donckers;Bruidspaar;1642;
2842;Jacob de Frans & Margrieta Wachters;Bruidspaar;1642;
2843;Wouter van't Willer & Maria Momma;Bruidspaar;1642;
2844;Willem Lootsman & Catharina Massa;Bruidspaar;1643;
2845;Hendrick Quint & Sara Govaert;Bruidspaar;1643;
2846;Otto Houckgeest & Johanna de Brull;Bruidspaar;1645;
2847;Renier Soreau & Constantia Hochepied;Bruidspaar;1645;
2848;Isaac de La Vigne & Anna Suiens;Bruidspaar;1645;
2849;Nicolaas de Planke & Geertruyda Winterswyk;Bruidspaar;1748;
2850;Johannes I Hasebroek;Drukker;;
2851;Is Evers Vierevant;Auteur;;
2852;Gerard Godard Taets van Amerongen & Anna Susanna Hasselaer;Bruidspaar;1751;
2853;Gerard Aarnoud Hasselaer;Drukker;;
2854;Jan Jacob Muller & Johanna Paauw;Bruidspaar;1748;
2855;Gerardus van Hattum;Drukker;;Amsterdam
2856;C. Kemper;Auteur;;
2857;Jacobus de Visch & Angenita Schepmoes;Bruidspaar;1713;
2858;Marcelis van Heems;Drukker;;Utrecht
2859;J. Vincent;Auteur;;
2860;W. Somer;Auteur;;
2861;Z. Vincent;Auteur;;
2862;Joannes van Es & Alida van der Kercke;Bruidspaar;1683;
2863;Frans Heeneman;Drukker;;Amsterdam
2864;Ph. van Zijll;Auteur;;
2865;Maurits van Reverhorst & Emmerentia Schrevelius;Bruidspaar;1702;
2866;Joannes Brandt;Auteur;;
2867;Jan Gerrit baron van Wassenaar van Duivenvoorde & Maria Jakoba barones van Liere;Bruidspaar;1707;
2868;Pelgrom ten Grootenhuis & Elisabeta van Duynen;Bruidspaar;1641;
2869;Jacob Heerman;Drukker;;Den Haag
2870;H. van Diemen;Auteur;;
2871;Henrick van Zeller & Geertruyd Zegers;Bruidspaar;1640;
2872;Johannes Fredericus Reitz & Theodora Kloek;Bruidspaar;1727;
2873;Wilhelmus Heggers;Drukker;;Amsterdam
2874;Carolus Conradus Reitz;Auteur;;
2875;Lodewyk van Plettenberg & Ermgard Heinsius;Bruidspaar;1720;
2876;Salomon van de Vivere & Perina de Monier;Bruidspaar;1636;
2877;Jacobus van de Vivere;Auteur;;
2878;Fredrik Helm;Drukker;;Den Haag
2879;Paulus Loot & Margareta Du Quesnoy;Bruidspaar;1708;
2880;Pr Amour;Auteur;;
2881;Johannes de Witt & Heleena van Weeren;Bruidspaar;1709;
2882;David Hooghuysen;Auteur;;
2883;Hendrik van Casteren;Auteur;;
2884;Pieter van der Meulen & Catharina Banker;Bruidspaar;1710;
2885;Emanuel van der Hoeven;Auteur;;
2886;Gerrit Brandt;Auteur;;
2887;Jacobus Bruyn & Wilhelmina Keller;Bruidspaar;1718;
2888;Balthazar van Nyvelzeels & Adriana van Leeuwen;Bruidspaar;1724;
2889;J.P. Starke;Auteur;;
2890;Guilielmus Martigny & Anna Brederode;Bruidspaar;1600;
2891;Aelbrecht Hendricksz;Drukker;;
2892;Johannes Meursius;Auteur;;
2893;Abraham Amys & Maria Suderman;Bruidspaar;1706;
2894;Hendrik Toren;Auteur;;
2895;W. Amys;Auteur;;
2896;Johannes Breberenus van Dijk & Sibylla Bouwens;Bruidspaar;1640;
2897;Nicolaes van Hervelt;Drukker;;Bellingeweer
2898;Johannes Smetius;Auteur;;
2899;Jacobus Verschuer & Joanna van der Ameyden;Bruidspaar;1622;
2900;Abraham van Herwijck;Drukker;;Amsterdam
2901;Daniel Besemer;Auteur;;
2902;Nicolaes van der Boon & Adriana van 's-Gravenpolder;Bruidspaar;1659;
2903;Anthony van Heusden;Drukker;;Amsterdam
2904;P. van s-Gravenpolder;Auteur;;
2905;Jan de Soete & Judith van der Steen;Bruidspaar;1745;
2906;Johannes Heyligert;Drukker;;
2907;J. van Kooywyk (Jr);Auteur;;
2908;N. Brouwer;Auteur;;
2909;H. van Barn-in't-Loo;Auteur;;
2910;Abraham Wynbeek;Auteur;;
2911;J.N. van der Steen;Auteur;;
2912;Otto Frederik graaf van Lynden & Friderica Louisa van der Does van Noordwijk;Bruidspaar;1754;
2913;Henrik Heymans;Drukker;;
2914;Isaac Bernarts & Cornelia Beliaerts;Bruidspaar;1678;
2915;Crispyn Hoeckwater;Drukker;;
2916;Adriaen van Aerdennen & Hester Vlacq;Bruidspaar;1650;
2917;Willem van der Hoeve;Drukker;;Amsterdam
2918;Johannes Meerman & Anna van Groenendijck;Bruidspaar;1681;
2919;J. de Groot;Auteur;;
2920;Henrik van Hees & Barbara Joanna van der Hoeven van Berkel;Bruidspaar;1716;
2921;Johannes I Hofhout;Drukker;;Amsterdam
2922;Gerard Westerwyk;Auteur;;
2923;Jan Ketel & Catharina Johanna Sweedenryk;Bruidspaar;1725;
2924;Abraham van Hoogenhuysen;Drukker;;
2925;A.R. Reen;Auteur;;
2926;Everhardus Webster;Auteur;;
2927;Floris Bontekoning & Hester de Weer;Bruidspaar;1722;
2928;Cornelis van Hoogenhuysen;Auteur, Drukker;;Amsterdam
2929;P. Vervell;Auteur;;
2930;Jan van Meekeren & Margareta Rutgers;Bruidspaar;1707;
2931;Jacobus Verbrugge & Maria Terwen;Bruidspaar;1681;
2932;François van Hoogstraeten;Auteur, Drukker;;Amsterdam
2933;Pieter van Bracht;Auteur;;
2934;Geeraerd Sam & Henrika Franken;Bruidspaar;1684;
2935;Cornelis van Bracht;Auteur;;
2936;Pieter Fannius & Cornelia Baen;Bruidspaar;1685;
2937;Jan van Hoogstraten & Hendrina Gryspeert;Bruidspaar;1722;
2938;Anthony Hoorens;Drukker;;Amsterdam
2939;Jan Buyssant & Geertruyd Vergoes;Bruidspaar;1725;
2940;Thomas van Wyndersel & Maria Hooghuysen;Bruidspaar;1720;
2941;Nicolaas ten Hoorn;Drukker;;Amsterdam
2942;Johannes Wilhelmus Martini;Auteur;;
2943;Elias Hooghuysen;Auteur;;
2944;Johan van Buytehem & Katharina Berbera Dispontein;Bruidspaar;1714;
2945;Timotheus ten Hoorn;Drukker;;Amsterdam
2946;Robertus Waldrix & Anna Kok;Bruidspaar;1718;
2947;Jan Knoop & Gesina van der Doos;Bruidspaar;1728;
2948;Cornelis van der Doos;Auteur;;
2949;Christiaan van der Doos;Auteur;;
2950;Johannes Wolffers & Fransina Makreel;Bruidspaar;1746;
2951;Jan ten Houten;Auteur;;
2952;Abraham Oosterland;Auteur;;
2953;Geertruyda Oosterland;Auteur;;
2954;Jan Raket & Johanna Pothoff;Bruidspaar;1729;
2955;Petrus Leonardus Le Grand & Christina van Driest;Bruidspaar;1752;
2956;Anna Blomkolk;Auteur;;
2957;H. Le Grand;Auteur;;
2958;G.L.T.J.;Auteur;;
2959;Arnoldus Arendsz;Auteur;;
2960;Wilhelm de Haan;Auteur;;
2961;Cornelius Gysels & Peternelle van Boeckhorst;Bruidspaar;1635;
2962;Dirck Cornelisz Houthaeck;Drukker;;Amsterdam
2963;Arent Pietersz Brugman & Aeltje Jans de Veer;Bruidspaar;1635;
2964;Meynert Pietersz Voskuyl;Auteur;;
2965;Nicolaes Sas & Aeltje Claes Koeck;Bruidspaar;1637;
2966;Jan Claesz Ansloo & Margreta Leeuwen;Bruidspaar;1637;
2967;Simon Oomius & Swaantje Sloosius;Bruidspaar;1655;
2968;Tymon Houthaeck;Drukker;;Amsterdam Den Haag
2969;H. Beets;Auteur;;
2970;Dirck Claesz Grutter & Sara Jans;Bruidspaar;1656;
2971;Jacob van Hoorn;Auteur;;
2972;Cornelis Broeck & Hester Bardoel;Bruidspaar;1659;
2973;Joan Baptist van Rensselaar & Anna Cornelia de Bruyn;Bruidspaar;1748;
2974;Petrus Fredriksz Cramer;Auteur;;
2975;Jacob Simon Guldensteeden;Auteur;;
2976;Jan Pieter Rathlauw;Auteur;;
2977;Jacob van der Lanen & Annetje Kooylek;Bruidspaar;1720;
2978;Johannes Lomannus;Auteur;;
2979;Elias Huyser & Anna Waller;Bruidspaar;1727;
2980;Diderik Waller;Auteur;;
2981;Henricus van Steenbergen;Auteur;;
2982;A. van den Berg;Auteur;;
2983;Jan de Bruyne & Cornelia Bakband;Bruidspaar;1716;
2984;Jan de Bruyne;Auteur;;
2985;Adriaan Merkman van Sittert & Suzanna Denyssen;Bruidspaar;1718;
2986;Pieter Merkman (Jr);Auteur;;
2987;Quiryn Bosch;Auteur;;
2988;Jan Roozeboom & Maria van Beek;Bruidspaar;1720;
2989;Simon Tetterode & Johanna Margareta de Burlett;Bruidspaar;1742;
2990;J. Hoepeling;Auteur;;
2991;Everard de Burlett;Auteur;;
2992;Daniël de jonge Burlett;Auteur;;
2993;Everard Janszoon de Burlett;Auteur;;
2994;Floris Elias & Helena Valkenburg;Bruidspaar;1735;
2995;Anthoni Jansz Geniets;Auteur;;
2996;Jan Gewin & Geertruid Schutte;Bruidspaar;1736;
2997;C. Gewin;Auteur;;
2998;Simon Verlaan;Auteur;;
2999;Cornelia Verlaan;Auteur;;
3000;Jan (Jr) Verlaan;Auteur;;
3001;Jacob Dankertz & Johanna Adriana van Runnenburgh;Bruidspaar;1744;
3002;E. I.D.W. Dankertz;Auteur;;
3003;Arnold Rotterdam;Auteur;;
3004;Adriaan de Ridder & Maria Margareta van Leeuwen;Bruidspaar;1750;
3005;Adriana Catharina Staal;Auteur;;
3006;Maria Arnolda Staal;Auteur;;
3007;Hendrik La Staal;Auteur;;
3008;Susanna Rieu;Auteur;;
3009;Maria Versteegh;Auteur;;
3010;Johan Pieter Broeckhoff;Auteur;;
3011;A.H.;Auteur;;
3012;Cornelius Symonsen Geen & Margareta Pieters;Bruidspaar;1627;
3013;Jacob (wed) Jacobsz;Drukker;;
3014;Willem Claesz & Marritgen Philips;Bruidspaar;1615;
3015;Abram Govaerts van der Graf & Margarita ten Grootenhuyse;Bruidspaar;1616;
3016;Henricus Joannes Oetgens & Margarita Storm;Bruidspaar;1622;
3017;Johannes Babtiste van de Velde & Johanna van Moiale;Bruidspaar;1635;
3018;Jan van Arp;Auteur;;
3019;Geraard den Otter & Waintje Kuypen;Bruidspaar;1636;
3020;P. Vog'lesang;Auteur;;
3021;Jean Théodore Blondeau;Auteur;;
3022;Pieter Vernier & Johanna Loeve Cromhout;Bruidspaar;1640;
3023;Willem Henrik Vorstius & Catharina Cornelis Roscam;Bruidspaar;1642;
3024;Rutgert Aertz & Baefjen Bisschops;Bruidspaar;1631;
3025;Cornelis Jansz;Drukker;;Amsterdam
3026;Joannes Kickius & Johanna Pot;Bruidspaar;1645;
3027;Cornelis Nicolaas de Haan & Martyntje Boekee;Bruidspaar;1741;
3028;Cornelis Jeswiet;Drukker;;Delft
3029;Rombout Aernouts & Cornelia van der Laen;Bruidspaar;1684;
3030;Jacob de (wed) Jonge;Drukker;;Den Haag
3031;B. Poeraat;Auteur;;
3032;Theodorus Janssonius ab Almeloveen & Aletta Catharina van Immerzeel;Bruidspaar;1687;
3033;Willem de Jonge;Drukker;;Amsterdam
3034;Henricus Christianus Henninius;Auteur;;
3035;Gothofredus Thomasius;Auteur;;
3036;I.F. Cramerus;Auteur;;
3037;Adriaan Baarend Boom & Margarita Verniers;Bruidspaar;1742;
3038;Brender à A.V.S.;Auteur;;
3039;Christoffel Kristiaan Brandis;Auteur;;
3040;Albertus Adrianus Houwink & Gerarda Johanna Varlet;Bruidspaar;1754;
3041;Jan Kamers;Drukker;;Amsterdam
3042;D.W. ten Hove;Auteur;;
3043;Theodorus Christianus van Nes;Auteur;;
3044;Libertus Munnikhuysen;Auteur;;
3045;Arent van der Keere;Auteur;;
3046;Joan Nicolaasz Marcus & Dorothea Goltz;Bruidspaar;1725;
3047;Joannes II Kannewet;Drukker;;Amsterdam
3048;Gerardus Wilhelmus Goltz;Auteur;;
3049;A.W. Marcus;Auteur;;
3050;Wilhelmus van Eybergen & Margareta Schutte;Bruidspaar;1732;
3051;Hendrik G.P. Schutte;Auteur;;
3052;Henricus Broeker;Auteur;;
3053;Samuel de With;Auteur;;
3054;Hendrik van Emst;Auteur;;
3055;Cornelis Timmerman & Annetje Bakker;Bruidspaar;1734;
3056;Albert Timmerman;Auteur;;
3057;J. Tulp;Auteur;;
3058;Jean Jeronimo Boreel & Anna Maria Pels;Bruidspaar;1709;
3059;Johannes Keetelaar;Drukker;;Maassluis
3060;Wigardus à Winschooten & Cornelia Verruit;Bruidspaar;1680;
3061;Jacobus van der Brugge;Auteur;;
3062;Nicolaas van Wingen;Auteur;;
3063;G. de Haas;Auteur;;
3064;Cornelis van den Bosch & Catarina Cornelisd Romeyn;Bruidspaar;1708;
3065;Cornelis van den Bosch;Auteur;;
3066;Jacobus Issendorp & Johanna Hartwyk;Bruidspaar;1732;
3067;Klaas Kemna;Drukker;;Amsterdam
3068;Assuerus Issendorp;Auteur;;
3069;Isaak Issendorp;Auteur;;
3070;Nikolaes Bylaert & Maria Franken;Bruidspaar;1732;
3071;Hermanus Kentlink;Drukker;;Middelburg
3072;Jacob Hoofman & Margareta Heems;Bruidspaar;1731;
3073;Geertruyd van Kessel;Drukker;;Rotterdam
3074;Jakob à Wigbold Slicher & Jakoba Adriana de Mey;Bruidspaar;1714;
3075;Jacobus Ketel;Drukker;;Amsterdam
3076;Johannes Kitto;Drukker;;Amsterdam
3077;Kornelis Kien van Citters & Magdalena Adriana Steengracht;Bruidspaar;1755;
3078;Willem de Klerk;Drukker;;Amsterdam
3079;Jozias Moens;Auteur;;
3080;Symon Zoutman & Maria Hendrix Antwerpen;Bruidspaar;1666;
3081;J. Jacobsz Zoutman;Auteur;;
3082;P.Y. van der Hof;Auteur;;
3083;Johan Diderik van Slingeland (1703-1757) & Petronella van der Burch;Bruidspaar;1728;
3084;Jacobus van der Kloes;Drukker;;Amsterdam
3085;Casper Vermaas & Emmerentia Spruyt;Bruidspaar;1739;
3086;Jan Klooster;Drukker;;Amsterdam
3087;M. Vermaas;Auteur;;
3088;Jean Daniel Eylert;Auteur;;
3089;Johannes Lodewyk Strantwyk & Hendrina Cornelia Bols;Bruidspaar;1753;
3090;Ls.Ms Houtkamp;Auteur;;
3091;Adriaan de Grande & Eva Maria Castelein;Bruidspaar;1707;
3092;Lucas Kloppenburg;Auteur, Drukker;;
3093;Jean Castel & Catharina de Haas;Bruidspaar;1699;
3094;Artus de Haas;Auteur;;
3095;Rudolphus Knuyse & Eva Wateringen;Bruidspaar;1718;
3096;Frederik Reddingius & Anna Akker;Bruidspaar;1730;
3097;Hieronimus Koopman;Drukker;;Amsterdam
